date,daily_sales,product_category,marketing_spend,day_of_week,is_holiday,day_of_week_num,month,quarter,day_of_year,is_weekend,day_of_week_sin,day_of_week_cos,daily_sales_lag_1,daily_sales_lag_7,daily_sales_diff_1,daily_sales_rolling_mean_7,daily_sales_rolling_std_7,marketing_spend_rolling_mean_7,days_since_start,time_normalized
2023-05-21,31123,Electronics,5600,Sunday,0,6,5,2,141,1,-0.7818314824680299,0.6234898018587334,41789.0,30234.0,-10666.0,35375.142857142855,3856.9620354440626,6385.714285714285,140,0.20958083832335328
2023-05-22,33345,Electronics,6000,Monday,0,0,5,2,142,0,0.0,1.0,31123.0,32456.0,2222.0,35502.142857142855,3669.545904176265,6414.285714285715,141,0.21107784431137724
2023-05-23,34567,Electronics,6300,Tuesday,0,1,5,2,143,0,0.7818314824680298,0.6234898018587336,33345.0,33678.0,1222.0,35629.142857142855,3560.3084804817313,6442.857142857143,142,0.2125748502994012
2023-05-24,35789,Electronics,6500,Wednesday,0,2,5,2,144,0,0.9749279121818236,-0.22252093395631434,34567.0,34890.0,1222.0,35756.142857142855,3494.354133387666,6471.428571428572,143,0.21407185628742514
2023-05-25,37123,Electronics,6700,Thursday,0,3,5,2,145,0,0.43388373911755823,-0.900968867902419,35789.0,36123.0,1334.0,35884.57142857143,3473.6744165768628,6500.0,144,0.2155688622754491
2023-05-26,39456,Electronics,7200,Friday,0,4,5,2,146,0,-0.433883739117558,-0.9009688679024191,37123.0,38456.0,2333.0,36027.42857142857,3505.5309563194473,6528.571428571428,145,0.21706586826347304
2023-05-27,42789,Electronics,7800,Saturday,0,5,5,2,147,1,-0.9749279121818236,-0.2225209339563146,39456.0,41789.0,3333.0,36170.28571428572,3638.836110364808,6557.142857142857,146,0.218562874251497
2023-05-28,32234,Electronics,5800,Sunday,0,6,5,2,148,1,-0.7818314824680299,0.6234898018587334,42789.0,31123.0,-10555.0,36313.142857142855,3906.0069307230874,6585.714285714285,147,0.22005988023952097
2023-05-29,34456,Electronics,6200,Monday,1,0,5,2,149,0,0.0,1.0,32234.0,33345.0,2222.0,36471.857142857145,3675.750101615105,6614.285714285715,148,0.2215568862275449
2023-05-30,35678,Electronics,6500,Tuesday,0,1,5,2,150,0,0.7818314824680298,0.6234898018587336,34456.0,34567.0,1222.0,36630.57142857143,3539.7020993835904,6642.857142857143,149,0.22305389221556887
2023-05-31,36890,Electronics,6700,Wednesday,0,2,5,2,151,0,0.9749279121818236,-0.22252093395631434,35678.0,35789.0,1212.0,36789.28571428572,3455.663935931109,6671.428571428572,150,0.2245508982035928
2023-06-01,38123,Electronics,6900,Thursday,0,3,6,2,152,0,0.43388373911755823,-0.900968867902419,36890.0,37123.0,1233.0,36946.57142857143,3427.4888697675733,6700.0,151,0.22604790419161677
2023-06-02,40456,Electronics,7400,Friday,0,4,6,2,153,0,-0.433883739117558,-0.9009688679024191,38123.0,39456.0,2333.0,37089.42857142857,3456.7826976897554,6728.571428571428,152,0.2275449101796407
2023-06-03,43789,Electronics,8000,Saturday,0,5,6,2,154,1,-0.9749279121818236,-0.2225209339563146,40456.0,42789.0,3333.0,37232.28571428572,3589.0194907190944,6757.142857142857,153,0.22904191616766467
2023-06-04,33123,Electronics,6000,Sunday,0,6,6,2,155,1,-0.7818314824680299,0.6234898018587334,43789.0,32234.0,-10666.0,37375.142857142855,3856.9620354440594,6785.714285714285,154,0.23053892215568864
2023-06-05,35345,Electronics,6400,Monday,0,0,6,2,156,0,0.0,1.0,33123.0,34456.0,2222.0,37502.142857142855,3669.545904176262,6814.285714285715,155,0.23203592814371257
2023-06-06,36567,Electronics,6700,Tuesday,0,1,6,2,157,0,0.7818314824680298,0.6234898018587336,35345.0,35678.0,1222.0,37629.142857142855,3560.308480481728,6842.857142857143,156,0.23353293413173654
2023-06-07,37789,Electronics,6900,Wednesday,0,2,6,2,158,0,0.9749279121818236,-0.22252093395631434,36567.0,36890.0,1222.0,37756.142857142855,3494.3541333876624,6871.428571428572,157,0.23502994011976047
2023-06-08,39123,Electronics,7100,Thursday,0,3,6,2,159,0,0.43388373911755823,-0.900968867902419,37789.0,38123.0,1334.0,37884.57142857143,3473.674416576859,6900.0,158,0.23652694610778444
2023-06-09,41456,Electronics,7600,Friday,0,4,6,2,160,0,-0.433883739117558,-0.9009688679024191,39123.0,40456.0,2333.0,38027.42857142857,3505.5309563194437,6928.571428571428,159,0.23802395209580837
2023-06-10,44789,Electronics,8200,Saturday,0,5,6,2,161,1,-0.9749279121818236,-0.2225209339563146,41456.0,43789.0,3333.0,38170.28571428572,3638.8361103648044,6957.142857142857,160,0.23952095808383234
2023-06-11,34234,Electronics,6200,Sunday,0,6,6,2,162,1,-0.7818314824680299,0.6234898018587334,44789.0,33123.0,-10555.0,38313.142857142855,3906.006930723084,6985.714285714285,161,0.2410179640718563
2023-06-12,36456,Electronics,6600,Monday,0,0,6,2,163,0,0.0,1.0,34234.0,35345.0,2222.0,38471.857142857145,3675.750101615102,7014.285714285715,162,0.24251497005988024
2023-06-13,37678,Electronics,6900,Tuesday,0,1,6,2,164,0,0.7818314824680298,0.6234898018587336,36456.0,36567.0,1222.0,38630.57142857143,3539.702099383587,7042.857142857143,163,0.2440119760479042
2023-06-14,38890,Electronics,7100,Wednesday,0,2,6,2,165,0,0.9749279121818236,-0.22252093395631434,37678.0,37789.0,1212.0,38789.28571428572,3455.6639359311052,7071.428571428572,164,0.24550898203592814
2023-06-15,40123,Electronics,7300,Thursday,0,3,6,2,166,0,0.43388373911755823,-0.900968867902419,38890.0,39123.0,1233.0,38946.57142857143,3427.4888697675697,7100.0,165,0.2470059880239521
2023-06-16,42456,Electronics,7800,Friday,0,4,6,2,167,0,-0.433883739117558,-0.9009688679024191,40123.0,41456.0,2333.0,39089.42857142857,3456.782697689752,7128.571428571428,166,0.24850299401197604
2023-06-17,45789,Electronics,8400,Saturday,0,5,6,2,168,1,-0.9749279121818236,-0.2225209339563146,42456.0,44789.0,3333.0,39232.28571428572,3589.0194907190908,7157.142857142857,167,0.25
2023-06-18,35123,Electronics,6400,Sunday,0,6,6,2,169,1,-0.7818314824680299,0.6234898018587334,45789.0,34234.0,-10666.0,39375.142857142855,3856.9620354440563,7185.714285714285,168,0.25149700598802394
2023-06-19,37345,Electronics,6800,Monday,1,0,6,2,170,0,0.0,1.0,35123.0,36456.0,2222.0,39502.142857142855,3669.5459041762583,7214.285714285715,169,0.25299401197604793
2023-06-20,38567,Electronics,7100,Tuesday,0,1,6,2,171,0,0.7818314824680298,0.6234898018587336,37345.0,37678.0,1222.0,39629.142857142855,3560.3084804817245,7242.857142857143,170,0.25449101796407186
2023-06-21,39789,Electronics,7300,Wednesday,0,2,6,2,172,0,0.9749279121818236,-0.22252093395631434,38567.0,38890.0,1222.0,39756.142857142855,3494.3541333876587,7271.428571428572,171,0.2559880239520958
2023-06-22,41123,Electronics,7500,Thursday,0,3,6,2,173,0,0.43388373911755823,-0.900968867902419,39789.0,40123.0,1334.0,39884.57142857143,3473.6744165768555,7300.0,172,0.25748502994011974
2023-06-23,43456,Electronics,8000,Friday,0,4,6,2,174,0,-0.433883739117558,-0.9009688679024191,41123.0,42456.0,2333.0,40027.42857142857,3505.53095631944,7328.571428571428,173,0.25898203592814373
2023-06-24,46789,Electronics,8600,Saturday,0,5,6,2,175,1,-0.9749279121818236,-0.2225209339563146,43456.0,45789.0,3333.0,40170.28571428572,3638.8361103648012,7357.142857142857,174,0.26047904191616766
2023-06-25,36234,Electronics,6600,Sunday,0,6,6,2,176,1,-0.7818314824680299,0.6234898018587334,46789.0,35123.0,-10555.0,40313.142857142855,3906.006930723081,7385.714285714285,175,0.2619760479041916
2023-06-26,38456,Electronics,7000,Monday,0,0,6,2,177,0,0.0,1.0,36234.0,37345.0,2222.0,40471.857142857145,3675.750101615098,7414.285714285715,176,0.2634730538922156
2023-06-27,39678,Electronics,7300,Tuesday,0,1,6,2,178,0,0.7818314824680298,0.6234898018587336,38456.0,38567.0,1222.0,40630.57142857143,3539.702099383583,7442.857142857143,177,0.26497005988023953
2023-06-28,40890,Electronics,7500,Wednesday,0,2,6,2,179,0,0.9749279121818236,-0.22252093395631434,39678.0,39789.0,1212.0,40789.28571428572,3455.663935931102,7471.428571428572,178,0.26646706586826346
2023-06-29,42123,Electronics,7700,Thursday,0,3,6,2,180,0,0.43388373911755823,-0.900968867902419,40890.0,41123.0,1233.0,40946.57142857143,3427.488869767566,7500.0,179,0.2679640718562874
2023-06-30,44456,Electronics,8200,Friday,0,4,6,2,181,0,-0.433883739117558,-0.9009688679024191,42123.0,43456.0,2333.0,41089.42857142857,3456.7826976897486,7528.571428571428,180,0.2694610778443114
2023-07-01,47789,Electronics,8800,Saturday,0,5,7,3,182,1,-0.9749279121818236,-0.2225209339563146,44456.0,46789.0,3333.0,41232.28571428572,3589.0194907190876,7557.142857142857,181,0.27095808383233533
2023-07-02,37123,Electronics,6800,Sunday,0,6,7,3,183,1,-0.7818314824680299,0.6234898018587334,47789.0,36234.0,-10666.0,41375.142857142855,3856.962035444053,7585.714285714285,182,0.27245508982035926
2023-07-03,39345,Electronics,7200,Monday,0,0,7,3,184,0,0.0,1.0,37123.0,38456.0,2222.0,41502.142857142855,3669.545904176255,7614.285714285715,183,0.27395209580838326
2023-07-04,45678,Electronics,8400,Tuesday,1,1,7,3,185,0,0.7818314824680298,0.6234898018587336,39345.0,39678.0,6333.0,41629.142857142855,3560.308480481721,7642.857142857143,184,0.2754491017964072
2023-07-05,41789,Electronics,7700,Wednesday,0,2,7,3,186,0,0.9749279121818236,-0.22252093395631434,45678.0,40890.0,-3889.0,42486.28571428572,3730.464837625664,7800.0,185,0.27694610778443113
2023-07-06,43123,Electronics,7900,Thursday,0,3,7,3,187,0,0.43388373911755823,-0.900968867902419,41789.0,42123.0,1334.0,42614.71428571428,3681.503982264332,7828.571428571428,186,0.27844311377245506
2023-07-07,45456,Electronics,8400,Friday,0,4,7,3,188,0,-0.433883739117558,-0.9009688679024191,43123.0,44456.0,2333.0,42757.57142857143,3678.644309032951,7857.142857142857,187,0.27994011976047906
2023-07-08,48789,Electronics,9000,Saturday,0,5,7,3,189,1,-0.9749279121818236,-0.2225209339563146,45456.0,47789.0,3333.0,42900.42857142857,3773.7811214192734,7885.714285714285,188,0.281437125748503
2023-07-09,38234,Electronics,7000,Sunday,0,6,7,3,190,1,-0.7818314824680299,0.6234898018587334,48789.0,37123.0,-10555.0,43043.28571428572,4001.725241038102,7914.285714285715,189,0.28293413173652693
2023-07-10,40456,Electronics,7400,Monday,0,0,7,3,191,0,0.0,1.0,38234.0,39345.0,2222.0,43202.0,3741.3443216754163,7942.857142857143,190,0.2844311377245509
2023-07-11,41678,Electronics,7700,Tuesday,0,1,7,3,192,0,0.7818314824680298,0.6234898018587336,40456.0,45678.0,1222.0,43360.71428571428,3570.0998918930513,7971.428571428572,191,0.28592814371257486
2023-07-12,42890,Electronics,7900,Wednesday,0,2,7,3,193,0,0.9749279121818236,-0.22252093395631434,41678.0,41789.0,1212.0,42789.28571428572,3455.663935931097,7871.428571428572,192,0.2874251497005988
2023-07-13,44123,Electronics,8100,Thursday,0,3,7,3,194,0,0.43388373911755823,-0.900968867902419,42890.0,43123.0,1233.0,42946.57142857143,3427.48886976756,7900.0,193,0.28892215568862273
2023-07-14,46456,Electronics,8600,Friday,0,4,7,3,195,0,-0.433883739117558,-0.9009688679024191,44123.0,45456.0,2333.0,43089.42857142857,3456.7826976897413,7928.571428571428,194,0.2904191616766467
2023-07-15,49789,Electronics,9200,Saturday,0,5,7,3,196,1,-0.9749279121818236,-0.2225209339563146,46456.0,48789.0,3333.0,43232.28571428572,3589.01949071908,7957.142857142857,195,0.29191616766467066
2023-07-16,39123,Electronics,7200,Sunday,0,6,7,3,197,1,-0.7818314824680299,0.6234898018587334,49789.0,38234.0,-10666.0,43375.142857142855,3856.9620354440463,7985.714285714285,196,0.2934131736526946
2023-07-17,41345,Electronics,7600,Monday,0,0,7,3,198,0,0.0,1.0,39123.0,40456.0,2222.0,43502.142857142855,3669.5459041762474,8014.285714285715,197,0.2949101796407186
2023-07-18,42567,Electronics,7900,Tuesday,0,1,7,3,199,0,0.7818314824680298,0.6234898018587336,41345.0,41678.0,1222.0,43629.142857142855,3560.308480481712,8042.857142857143,198,0.2964071856287425
2023-07-19,43789,Electronics,8100,Wednesday,0,2,7,3,200,0,0.9749279121818236,-0.22252093395631434,42567.0,42890.0,1222.0,43756.142857142855,3494.354133387646,8071.428571428572,199,0.29790419161676646
2023-07-20,45123,Electronics,8300,Thursday,0,3,7,3,201,0,0.43388373911755823,-0.900968867902419,43789.0,44123.0,1334.0,43884.57142857143,3473.674416576842,8100.0,200,0.2994011976047904
2023-07-21,47456,Electronics,8800,Friday,0,4,7,3,202,0,-0.433883739117558,-0.9009688679024191,45123.0,46456.0,2333.0,44027.42857142857,3505.530956319426,8128.571428571428,201,0.3008982035928144
2023-07-22,50789,Electronics,9400,Saturday,0,5,7,3,203,1,-0.9749279121818236,-0.2225209339563146,47456.0,49789.0,3333.0,44170.28571428572,3638.836110364787,8157.142857142857,202,0.3023952095808383
2023-07-23,40234,Electronics,7400,Sunday,0,6,7,3,204,1,-0.7818314824680299,0.6234898018587334,50789.0,39123.0,-10555.0,44313.142857142855,3906.006930723066,8185.714285714285,203,0.30389221556886226
2023-07-24,42456,Electronics,7800,Monday,0,0,7,3,205,0,0.0,1.0,40234.0,41345.0,2222.0,44471.857142857145,3675.750101615082,8214.285714285714,204,0.30538922155688625
2023-07-25,43678,Electronics,8100,Tuesday,0,1,7,3,206,0,0.7818314824680298,0.6234898018587336,42456.0,42567.0,1222.0,44630.57142857143,3539.7020993835645,8242.857142857143,205,0.3068862275449102
2023-07-26,44890,Electronics,8300,Wednesday,0,2,7,3,207,0,0.9749279121818236,-0.22252093395631434,43678.0,43789.0,1212.0,44789.28571428572,3455.6639359310807,8271.42857142857,206,0.3083832335329341
2023-07-27,46123,Electronics,8500,Thursday,0,3,7,3,208,0,0.43388373911755823,-0.900968867902419,44890.0,45123.0,1233.0,44946.57142857143,3427.4888697675437,8300.0,207,0.30988023952095806
2023-07-28,48456,Electronics,9000,Friday,0,4,7,3,209,0,-0.433883739117558,-0.9009688679024191,46123.0,47456.0,2333.0,45089.42857142857,3456.782697689725,8328.57142857143,208,0.31137724550898205
2023-07-29,51789,Electronics,9600,Saturday,0,5,7,3,210,1,-0.9749279121818236,-0.2225209339563146,48456.0,50789.0,3333.0,45232.28571428572,3589.019490719063,8357.142857142857,209,0.312874251497006
2023-07-30,41123,Electronics,7600,Sunday,0,6,7,3,211,1,-0.7818314824680299,0.6234898018587334,51789.0,40234.0,-10666.0,45375.142857142855,3856.9620354440303,8385.714285714286,210,0.3143712574850299
2023-07-31,43345,Electronics,8000,Monday,0,0,7,3,212,0,0.0,1.0,41123.0,42456.0,2222.0,45502.142857142855,3669.545904176231,8414.285714285714,211,0.3158682634730539
2023-08-01,44567,Electronics,8300,Tuesday,0,1,8,3,213,0,0.7818314824680298,0.6234898018587336,43345.0,43678.0,1222.0,45629.142857142855,3560.308480481695,8442.857142857143,212,0.31736526946107785
2023-08-02,45789,Electronics,8500,Wednesday,0,2,8,3,214,0,0.9749279121818236,-0.22252093395631434,44567.0,44890.0,1222.0,45756.142857142855,3494.3541333876283,8471.42857142857,213,0.3188622754491018
2023-08-03,47123,Electronics,8700,Thursday,0,3,8,3,215,0,0.43388373911755823,-0.900968867902419,45789.0,46123.0,1334.0,45884.57142857143,3473.6744165768237,8500.0,214,0.3203592814371258
2023-08-04,49456,Electronics,9200,Friday,0,4,8,3,216,0,-0.433883739117558,-0.9009688679024191,47123.0,48456.0,2333.0,46027.42857142857,3505.5309563194082,8528.57142857143,215,0.3218562874251497
2023-08-05,52789,Electronics,9800,Saturday,0,5,8,3,217,1,-0.9749279121818236,-0.2225209339563146,49456.0,51789.0,3333.0,46170.28571428572,3638.8361103647694,8557.142857142857,216,0.32335329341317365
2023-08-06,42234,Electronics,7800,Sunday,0,6,8,3,218,1,-0.7818314824680299,0.6234898018587334,52789.0,41123.0,-10555.0,46313.142857142855,3906.0069307230497,8585.714285714286,217,0.3248502994011976
2023-08-07,44456,Electronics,8200,Monday,0,0,8,3,219,0,0.0,1.0,42234.0,43345.0,2222.0,46471.857142857145,3675.7501016150645,8614.285714285714,218,0.3263473053892216
2023-08-08,45678,Electronics,8500,Tuesday,0,1,8,3,220,0,0.7818314824680298,0.6234898018587336,44456.0,44567.0,1222.0,46630.57142857143,3539.702099383546,8642.857142857143,219,0.3278443113772455
2023-08-09,46890,Electronics,8700,Wednesday,0,2,8,3,221,0,0.9749279121818236,-0.22252093395631434,45678.0,45789.0,1212.0,46789.28571428572,3455.663935931061,8671.42857142857,220,0.32934131736526945
2023-08-10,48123,Electronics,8900,Thursday,0,3,8,3,222,0,0.43388373911755823,-0.900968867902419,46890.0,47123.0,1233.0,46946.57142857143,3427.4888697675233,8700.0,221,0.33083832335329344
2023-08-11,50456,Electronics,9400,Friday,0,4,8,3,223,0,-0.433883739117558,-0.9009688679024191,48123.0,49456.0,2333.0,47089.42857142857,3456.7826976897036,8728.57142857143,222,0.3323353293413174
2023-08-12,53789,Electronics,10000,Saturday,0,5,8,3,224,1,-0.9749279121818236,-0.2225209339563146,50456.0,52789.0,3333.0,47232.28571428572,3589.019490719043,8757.142857142857,223,0.3338323353293413
2023-08-13,43123,Electronics,8000,Sunday,0,6,8,3,225,1,-0.7818314824680299,0.6234898018587334,53789.0,42234.0,-10666.0,47375.142857142855,3856.96203544401,8785.714285714286,224,0.33532934131736525
2023-08-14,45345,Electronics,8400,Monday,0,0,8,3,226,0,0.0,1.0,43123.0,44456.0,2222.0,47502.142857142855,3669.5459041762083,8814.285714285714,225,0.33682634730538924
2023-08-15,46567,Electronics,8700,Tuesday,0,1,8,3,227,0,0.7818314824680298,0.6234898018587336,45345.0,45678.0,1222.0,47629.142857142855,3560.3084804816717,8842.857142857143,226,0.3383233532934132
2023-08-16,47789,Electronics,8900,Wednesday,0,2,8,3,228,0,0.9749279121818236,-0.22252093395631434,46567.0,46890.0,1222.0,47756.142857142855,3494.3541333876037,8871.42857142857,227,0.3398203592814371
2023-08-17,49123,Electronics,9100,Thursday,0,3,8,3,229,0,0.43388373911755823,-0.900968867902419,47789.0,48123.0,1334.0,47884.57142857143,3473.6744165767986,8900.0,228,0.3413173652694611
2023-08-18,51456,Electronics,9600,Friday,0,4,8,3,230,0,-0.433883739117558,-0.9009688679024191,49123.0,50456.0,2333.0,48027.42857142857,3505.530956319382,8928.57142857143,229,0.34281437125748504
2023-08-19,54789,Electronics,10200,Saturday,0,5,8,3,231,1,-0.9749279121818236,-0.2225209339563146,51456.0,53789.0,3333.0,48170.28571428572,3638.836110364745,8957.142857142857,230,0.344311377245509
2023-08-20,44234,Electronics,8200,Sunday,0,6,8,3,232,1,-0.7818314824680299,0.6234898018587334,54789.0,43123.0,-10555.0,48313.142857142855,3906.006930723026,8985.714285714286,231,0.3458083832335329
2023-08-21,46456,Electronics,8600,Monday,0,0,8,3,233,0,0.0,1.0,44234.0,45345.0,2222.0,48471.857142857145,3675.750101615038,9014.285714285714,232,0.3473053892215569
2023-08-22,47678,Electronics,8900,Tuesday,0,1,8,3,234,0,0.7818314824680298,0.6234898018587336,46456.0,46567.0,1222.0,48630.57142857143,3539.702099383519,9042.857142857143,233,0.34880239520958084
2023-08-23,48890,Electronics,9100,Wednesday,0,2,8,3,235,0,0.9749279121818236,-0.22252093395631434,47678.0,47789.0,1212.0,48789.28571428572,3455.6639359310334,9071.42857142857,234,0.3502994011976048
2023-08-24,50123,Electronics,9300,Thursday,0,3,8,3,236,0,0.43388373911755823,-0.900968867902419,48890.0,49123.0,1233.0,48946.57142857143,3427.488869767495,9100.0,235,0.35179640718562877
2023-08-25,52456,Electronics,9800,Friday,0,4,8,3,237,0,-0.433883739117558,-0.9009688679024191,50123.0,51456.0,2333.0,49089.42857142857,3456.7826976896763,9128.57142857143,236,0.3532934131736527
2023-08-26,55789,Electronics,10400,Saturday,0,5,8,3,238,1,-0.9749279121818236,-0.2225209339563146,52456.0,54789.0,3333.0,49232.28571428572,3589.019490719016,9157.142857142857,237,0.35479041916167664
2023-08-27,45123,Electronics,8400,Sunday,0,6,8,3,239,1,-0.7818314824680299,0.6234898018587334,55789.0,44234.0,-10666.0,49375.142857142855,3856.9620354439853,9185.714285714286,238,0.3562874251497006
2023-08-28,47345,Electronics,8800,Monday,0,0,8,3,240,0,0.0,1.0,45123.0,46456.0,2222.0,49502.142857142855,3669.5459041761824,9214.285714285714,239,0.35778443113772457
2023-08-29,48567,Electronics,9100,Tuesday,0,1,8,3,241,0,0.7818314824680298,0.6234898018587336,47345.0,47678.0,1222.0,49629.142857142855,3560.3084804816453,9242.857142857143,240,0.3592814371257485
2023-08-30,49789,Electronics,9300,Wednesday,0,2,8,3,242,0,0.9749279121818236,-0.22252093395631434,48567.0,48890.0,1222.0,49756.142857142855,3494.354133387577,9271.42857142857,241,0.36077844311377244
2023-08-31,51123,Electronics,9500,Thursday,0,3,8,3,243,0,0.43388373911755823,-0.900968867902419,49789.0,50123.0,1334.0,49884.57142857143,3473.6744165767714,9300.0,242,0.36227544910179643
2023-09-01,53456,Electronics,10000,Friday,0,4,9,3,244,0,-0.433883739117558,-0.9009688679024191,51123.0,52456.0,2333.0,50027.42857142857,3505.530956319355,9328.57142857143,243,0.36377245508982037
2023-09-02,56789,Electronics,10600,Saturday,0,5,9,3,245,1,-0.9749279121818236,-0.2225209339563146,53456.0,55789.0,3333.0,50170.28571428572,3638.8361103647185,9357.142857142857,244,0.3652694610778443
2023-09-03,46234,Electronics,8600,Sunday,0,6,9,3,246,1,-0.7818314824680299,0.6234898018587334,56789.0,45123.0,-10555.0,50313.142857142855,3906.006930723002,9385.714285714286,245,0.36676646706586824
2023-09-04,48456,Electronics,9000,Monday,1,0,9,3,247,0,0.0,1.0,46234.0,47345.0,2222.0,50471.857142857145,3675.7501016150127,9414.285714285714,246,0.36826347305389223
2023-09-05,49678,Electronics,9300,Tuesday,0,1,9,3,248,0,0.7818314824680298,0.6234898018587336,48456.0,48567.0,1222.0,50630.57142857143,3539.702099383492,9442.857142857143,247,0.36976047904191617
2023-09-06,50890,Electronics,9500,Wednesday,0,2,9,3,249,0,0.9749279121818236,-0.22252093395631434,49678.0,49789.0,1212.0,50789.28571428572,3455.663935931006,9471.42857142857,248,0.3712574850299401
2023-09-07,52123,Electronics,9700,Thursday,0,3,9,3,250,0,0.43388373911755823,-0.900968867902419,50890.0,51123.0,1233.0,50946.57142857143,3427.488869767468,9500.0,249,0.3727544910179641
2023-09-08,54456,Electronics,10200,Friday,0,4,9,3,251,0,-0.433883739117558,-0.9009688679024191,52123.0,53456.0,2333.0,51089.42857142857,3456.782697689649,9528.57142857143,250,0.37425149700598803
2023-09-09,57789,Electronics,10800,Saturday,0,5,9,3,252,1,-0.9749279121818236,-0.2225209339563146,54456.0,56789.0,3333.0,51232.28571428572,3589.01949071899,9557.142857142857,251,0.37574850299401197
2023-09-10,47123,Electronics,8800,Sunday,0,6,9,3,253,1,-0.7818314824680299,0.6234898018587334,57789.0,46234.0,-10666.0,51375.142857142855,3856.9620354439608,9585.714285714286,252,0.3772455089820359
2023-09-11,49345,Electronics,9200,Monday,0,0,9,3,254,0,0.0,1.0,47123.0,48456.0,2222.0,51502.142857142855,3669.545904176157,9614.285714285714,253,0.3787425149700599
2023-09-12,50567,Electronics,9500,Tuesday,0,1,9,3,255,0,0.7818314824680298,0.6234898018587336,49345.0,49678.0,1222.0,51629.142857142855,3560.3084804816185,9642.857142857143,254,0.38023952095808383
2023-09-13,51789,Electronics,9700,Wednesday,0,2,9,3,256,0,0.9749279121818236,-0.22252093395631434,50567.0,50890.0,1222.0,51756.142857142855,3494.3541333875496,9671.42857142857,255,0.38173652694610777
2023-09-14,53123,Electronics,9900,Thursday,0,3,9,3,257,0,0.43388373911755823,-0.900968867902419,51789.0,52123.0,1334.0,51884.57142857143,3473.6744165767445,9700.0,256,0.38323353293413176
2023-09-15,55456,Electronics,10400,Friday,0,4,9,3,258,0,-0.433883739117558,-0.9009688679024191,53123.0,54456.0,2333.0,52027.42857142857,3505.530956319328,9728.57142857143,257,0.3847305389221557
2023-09-16,58789,Electronics,11000,Saturday,0,5,9,3,259,1,-0.9749279121818236,-0.2225209339563146,55456.0,57789.0,3333.0,52170.28571428572,3638.836110364693,9757.142857142857,258,0.38622754491017963
2023-09-17,48234,Electronics,9000,Sunday,0,6,9,3,260,1,-0.7818314824680299,0.6234898018587334,58789.0,47123.0,-10555.0,52313.142857142855,3906.006930722978,9785.714285714286,259,0.38772455089820357
2023-09-18,50456,Electronics,9400,Monday,0,0,9,3,261,0,0.0,1.0,48234.0,49345.0,2222.0,52471.857142857145,3675.7501016149868,9814.285714285714,260,0.38922155688622756
2023-09-19,51678,Electronics,9700,Tuesday,0,1,9,3,262,0,0.7818314824680298,0.6234898018587336,50456.0,50567.0,1222.0,52630.57142857143,3539.7020993834653,9842.857142857143,261,0.3907185628742515
2023-09-20,52890,Electronics,9900,Wednesday,0,2,9,3,263,0,0.9749279121818236,-0.22252093395631434,51678.0,51789.0,1212.0,52789.28571428572,3455.663935930979,9871.42857142857,262,0.39221556886227543
2023-09-21,54123,Electronics,10100,Thursday,0,3,9,3,264,0,0.43388373911755823,-0.900968867902419,52890.0,53123.0,1233.0,52946.57142857143,3427.48886976744,9900.0,263,0.3937125748502994
2023-09-22,56456,Electronics,10600,Friday,0,4,9,3,265,0,-0.433883739117558,-0.9009688679024191,54123.0,55456.0,2333.0,53089.42857142857,3456.7826976896217,9928.57142857143,264,0.39520958083832336
2023-09-23,59789,Electronics,11200,Saturday,0,5,9,3,266,1,-0.9749279121818236,-0.2225209339563146,56456.0,58789.0,3333.0,53232.28571428572,3589.0194907189634,9957.142857142857,265,0.3967065868263473
2023-09-24,49123,Electronics,9200,Sunday,0,6,9,3,267,1,-0.7818314824680299,0.6234898018587334,59789.0,48234.0,-10666.0,53375.142857142855,3856.962035443936,9985.714285714286,266,0.39820359281437123
2023-09-25,51345,Electronics,9600,Monday,0,0,9,3,268,0,0.0,1.0,49123.0,50456.0,2222.0,53502.142857142855,3669.5459041761314,10014.285714285714,267,0.3997005988023952
2023-09-26,52567,Electronics,9900,Tuesday,0,1,9,3,269,0,0.7818314824680298,0.6234898018587336,51345.0,51678.0,1222.0,53629.142857142855,3560.308480481592,10042.857142857143,268,0.40119760479041916
2023-09-27,53789,Electronics,10100,Wednesday,0,2,9,3,270,0,0.9749279121818236,-0.22252093395631434,52567.0,52890.0,1222.0,53756.142857142855,3494.354133387523,10071.42857142857,269,0.4026946107784431
2023-09-28,55123,Electronics,10300,Thursday,0,3,9,3,271,0,0.43388373911755823,-0.900968867902419,53789.0,54123.0,1334.0,53884.57142857143,3473.6744165767172,10100.0,270,0.4041916167664671
2023-09-29,57456,Electronics,10800,Friday,0,4,9,3,272,0,-0.433883739117558,-0.9009688679024191,55123.0,56456.0,2333.0,54027.42857142857,3505.5309563193014,10128.57142857143,271,0.405688622754491
2023-09-30,60789,Electronics,11400,Saturday,0,5,9,3,273,1,-0.9749279121818236,-0.2225209339563146,57456.0,59789.0,3333.0,54170.28571428572,3638.836110364667,10157.142857142857,272,0.40718562874251496
2023-10-01,50234,Electronics,9400,Sunday,0,6,10,4,274,1,-0.7818314824680299,0.6234898018587334,60789.0,49123.0,-10555.0,54313.142857142855,3906.0069307229537,10185.714285714286,273,0.4086826347305389
2023-10-02,52456,Electronics,9800,Monday,0,0,10,4,275,0,0.0,1.0,50234.0,51345.0,2222.0,54471.857142857145,3675.7501016149613,10214.285714285714,274,0.4101796407185629
